phone_number,call_type,call_duration,call_location_longitude,call_location_latitude
050-4650626,out-call,2485,31.4469681419,34.4149289186
050-9403194,in-call,2926,31.4458689471,34.4191246856
050-5633222,in-call,70,31.4792280381,34.4409753601
050-4315229,in-call,47,31.4856024314,34.4494998987
050-9017749,in-call,84,31.4644321301,34.4249175036
050-9478505,out-call,827,31.4558231428,34.4087345933
050-9675697,in-call,69,31.4595216132,34.3981675314
050-5453406,in-call,1966,31.458853362,34.4249640479
050-1898935,in-call,441,31.4747057243,34.4207461209
050-2252202,out-call,103,31.4592545724,34.4298848564
050-4326701,out-call,2781,31.4130507142,34.3713169393
050-3354640,out-call,39,31.4649490171,34.4184875181
