phone_number,call_type,call_duration,call_location_longitude,call_location_latitude
050-1469885,out-call,102,31.4737886188,34.4275028564
050-7191137,out-call,25,31.4075398817,34.384961288
050-6479946,out-call,10,31.4603245138,34.4186756525
050-2875631,out-call,3425,31.4577770719,34.4271963899
050-7080055,in-call,3001,31.4574567805,34.4052852874
050-8940812,out-call,2822,31.4034377289,34.3772579836
050-2215593,out-call,3589,31.4827796585,34.4356883467
050-1537558,out-call,28,31.4924500301,34.4775428782
050-3637227,in-call,19,31.4570740793,34.4219088447
050-3980925,in-call,1379,31.4729639616,34.4247158566
