phone_number,call_type,call_duration,call_location_longitude,call_location_latitude
050-6807943,in-call,3287,31.4079059052,34.3675152183
050-7771079,out-call,14,31.476987366,34.438641201
050-8168898,in-call,67,31.4541613266,34.4097906396
050-1505095,out-call,2029,31.3878727512,34.3310689949
050-5414845,in-call,1480,31.4433985212,34.4150353373
050-4555296,out-call,22,31.4501680283,34.4130919545
050-4884192,in-call,1071,31.4508804192,34.4151535765
050-6742013,in-call,115,31.46567596,34.4319476164
050-5085649,out-call,2681,31.4560654018,34.4370516166
050-4669992,out-call,2406,31.478674876,34.4391922854
050-8983830,out-call,3010,31.4671784315,34.4293189205
050-8236605,in-call,3423,31.3873116177,34.3419554245
050-9416099,out-call,1066,31.4605736477,34.417459759
