phone_number,call_type,call_duration,call_location_longitude,call_location_latitude
050-7264448,in-call,81,31.4585079183,34.4243020505
050-6010358,out-call,103,31.5100233776,34.4680456801
050-3145949,in-call,53,31.4122669935,34.3674592315
050-7738030,out-call,75,31.452716313,34.4121785651
050-5113091,in-call,23,31.4789470456,34.4365685785
050-7358452,in-call,68,31.4554551542,34.3953543678
050-1125481,out-call,2565,31.4895969451,34.4407751865
050-1023666,in-call,2920,31.4110801848,34.3717996317
050-7684797,out-call,2607,31.43617334,34.4148442592
050-4555032,out-call,3184,31.4501680283,34.4130919545
050-4742851,out-call,58,31.4725731918,34.4318029372
050-3181924,in-call,1159,31.3925437606,34.3470697368
050-1818373,out-call,1142,31.4059247989,34.3677141696
