phone_number,call_type,call_duration,call_location_longitude,call_location_latitude
050-4071607,in-call,86,31.458141961,34.4215550318
050-5156081,in-call,963,31.4701146058,34.4439116477
050-4911172,in-call,3290,31.462410228,34.431840007
050-5946700,in-call,23,31.4438909701,34.4192763497
050-1977143,in-call,2910,31.3776207035,34.3270578354
050-4651728,in-call,67,31.4591302047,34.4200023743
050-7748238,in-call,98,31.451605186,34.4154005181
050-3648944,out-call,240,31.4628727303,34.4193899643
050-2413391,out-call,1987,31.4338421498,34.385383827
050-5552493,out-call,15,31.4590830559,34.4152484485
050-6785263,in-call,86,31.4623469369,34.4208203659
050-7707027,out-call,465,31.3896478709,34.3518776287
050-7402595,in-call,57,31.4757905443,34.4258416547
