phone_number,call_type,call_duration,call_location_longitude,call_location_latitude
050-5835561,in-call,83,31.4554551542,34.3953543678
050-8862951,in-call,2308,31.4590696411,34.4221911947
050-4669583,out-call,86,31.4555019433,34.43368943
050-2266786,in-call,43,31.4048630189,34.3699537451
050-6738768,in-call,115,31.4414360708,34.4169856785
050-4596232,out-call,686,31.4534819976,34.4085029225
050-4628623,in-call,524,31.4697533946,34.429297144
050-6402268,in-call,114,31.4823665581,34.4681855096
050-2995617,out-call,998,31.4469681419,34.4149289186
050-4351329,in-call,1780,31.4410704879,34.4179879565
050-9088558,in-call,3113,31.4157527287,34.3725690053
