phone_number,call_type,call_duration,call_location_longitude,call_location_latitude
050-1311047,out-call,3164,31.4860172913,34.4586801202
050-2490779,out-call,65,31.4986355907,34.459047539
050-4458983,in-call,81,31.4137680133,34.3675005404
050-9533729,in-call,79,31.4728399224,34.4238547062
050-3996730,in-call,96,31.4016514627,34.3424610059
050-2519314,out-call,62,31.4070059439,34.3703669309
050-5779132,out-call,3594,31.4545844605,34.4217281818
050-6222866,out-call,731,31.4650614485,34.4226578651
050-2870258,out-call,3161,31.4574079093,34.4080405318
050-9449014,in-call,1208,31.467895264,34.43252094
050-1395713,out-call,33,31.4153662754,34.3677567961
050-4375206,in-call,996,31.4719827256,34.4495286211
050-4637363,out-call,10,31.4689140199,34.4207482145
050-5969207,in-call,86,31.4979309318,34.4548340836
