phone_number,call_type,call_duration,call_location_longitude,call_location_latitude
050-1561531,out-call,626,31.4704486303,34.413878204
050-4363663,in-call,414,31.4060715961,34.3740755439
050-7215696,out-call,21,31.4674624782,34.4119134465
050-9854558,out-call,2714,31.5075164378,34.4754293315
050-2958792,out-call,19,31.458571986,34.3966786017
050-7004819,out-call,2144,31.4926202032,34.4778780591
050-9483061,out-call,92,31.4422606239,34.3901518847
050-1855061,out-call,17,31.4543574327,34.4147205594
050-4379727,out-call,88,31.4647254763,34.428789071
050-1603355,in-call,677,31.4488706999,34.4141870567
