phone_number,call_type,call_duration,call_location_longitude,call_location_latitude
050-4669199,out-call,2657,31.4449176205,34.4140009438
050-2425713,in-call,1190,31.4369929273,34.3839249815
050-4331104,in-call,51,31.4389262405,34.3843009456
050-6968992,out-call,3236,31.4769777488,34.4288903922
050-4780864,in-call,103,31.411766339,34.3673622781
050-6720726,in-call,46,31.4012899365,34.347095023
050-1352349,out-call,32,31.3819820401,34.3432222389
050-9762102,out-call,64,31.4632696173,34.4280865156
050-9066550,in-call,63,31.4427419228,34.4139275887
050-8930914,out-call,41,31.4552085376,34.4091235936
