phone_number,call_type,call_duration,call_location_longitude,call_location_latitude
050-5999556,in-call,3291,31.4655399557,34.4283228483
050-1649900,out-call,94,31.4606581135,34.4294726209
050-4472585,in-call,2276,31.4572153619,34.4178851975
050-7611610,in-call,115,31.4188010071,34.3674247723
050-1764733,in-call,21,31.4698077973,34.4295985951
050-5158002,in-call,62,31.4826554996,34.4423955016
050-8731036,in-call,62,31.4800162252,34.4437385891
050-5007085,in-call,2057,31.4569438727,34.401619848
050-8421452,in-call,3120,31.4037445424,34.3691321131
050-3466909,in-call,825,31.4588018273,34.4073392591
