phone_number,call_type,call_duration,call_location_longitude,call_location_latitude
050-2017248,out-call,36,31.3969972634,34.3440662003
050-1034842,out-call,81,31.4469874223,34.4165641637
050-3463511,out-call,58,31.4818755049,34.4380888319
050-4498773,out-call,113,31.4846512256,34.4406516352
050-5587098,in-call,33,31.4603550316,34.4202337269
050-5997910,out-call,2655,31.4837681134,34.4475407039
050-3549548,out-call,23,31.4458531724,34.4144221978
050-3954799,out-call,68,31.44361708,34.4145379357
050-9624362,out-call,2870,31.4755655292,34.425891024
050-1389054,out-call,651,31.4587385515,34.4221772351
