phone_number,call_type,call_duration,call_location_longitude,call_location_latitude
050-8275973,out-call,811,31.4503163262,34.4142343565
050-7596796,out-call,3148,31.472796634,34.4545441662
050-3508569,out-call,84,31.4670003414,34.4339450829
050-2478415,in-call,24,31.4428075715,34.4229481085
050-4289838,out-call,78,31.4696505018,34.4205059647
050-9060798,in-call,1660,31.4477099109,34.4227363835
050-1385230,in-call,29,31.4508415391,34.4127654181
050-4952887,out-call,20,31.4094925427,34.3790858731
050-4722213,out-call,16,31.4555821179,34.4227737012
050-1747031,in-call,3563,31.4497698366,34.4142319991
050-6116123,out-call,96,31.4612589518,34.4253030274
050-1228502,in-call,102,31.4655989581,34.4219285786
