phone_number,call_type,call_duration,call_location_longitude,call_location_latitude
050-8601976,in-call,1927,31.4355734236,34.4037037474
050-3713844,out-call,2270,31.4354796393,34.4060837662
050-2425647,in-call,2978,31.4477554782,34.4031077497
050-7975567,in-call,2639,31.4346927415,34.4064534277
050-8684469,out-call,96,31.397558136,34.3306230961
050-3246979,out-call,31,31.435476793,34.3866330794
050-1143686,out-call,2060,31.4221292933,34.3822444026
050-3669263,in-call,53,31.435089046,34.3990123641
050-2838624,out-call,70,31.4551110924,34.4164117969
050-9767514,out-call,112,31.4484032449,34.4253436255
