phone_number,call_type,call_duration,call_location_longitude,call_location_latitude
050-9868712,in-call,1748,31.462410228,34.431840007
050-1570096,out-call,1603,31.4352404987,34.4053032234
050-4277996,in-call,635,31.452110462,34.4140305824
050-3956516,in-call,103,31.4304861958,34.39985781
050-9584642,out-call,1065,31.3920320863,34.3387423562
050-7057999,in-call,43,31.4348094295,34.4065094995
050-9384301,out-call,51,31.4571108156,34.4265635157
050-8027687,in-call,32,31.4437986739,34.3884287763
050-2725041,out-call,87,31.4606807978,34.4266625123
050-1046837,out-call,108,31.4592083257,34.4137828184
