phone_number,call_type,call_duration,call_location_longitude,call_location_latitude
050-3348420,in-call,694,31.408966348,34.3714203459
050-5158074,in-call,3590,31.4593869583,34.4167808802
050-6573943,out-call,1888,31.4292855574,34.3646004466
050-8944501,in-call,3469,31.4857780302,34.4505071091
050-7407448,in-call,1891,31.4697875356,34.4194078802
050-4159526,out-call,72,31.4720565134,34.4253308709
050-7145519,in-call,2854,31.4063970227,34.367236012
050-3609347,in-call,81,31.442140121,34.4105557051
050-7874104,in-call,47,31.4502452242,34.4211442075
050-1379385,in-call,938,31.3969972634,34.3440662003
050-1071087,out-call,78,31.4524586653,34.4184930962
