phone_number,call_type,call_duration,call_location_longitude,call_location_latitude
050-6771417,in-call,2115,31.4125953651,34.3720792664
050-9953328,out-call,851,31.4498821887,34.4031089584
050-9482869,out-call,56,31.4460974113,34.4034332467
050-1761600,out-call,1502,31.4448770669,34.3758725394
050-5095367,out-call,42,31.4949724699,34.4437936004
050-5526133,in-call,1240,31.4464989715,34.4047506531
050-1600583,out-call,2855,31.4424821245,34.3780701319
050-7178372,in-call,62,31.4608715443,34.4159737171
050-8513376,out-call,25,31.4307314312,34.4000484205
050-1294662,out-call,1157,31.4603550316,34.4202337269
050-6701300,out-call,78,31.448087026,34.4259074349
