phone_number,call_type,call_duration,call_location_longitude,call_location_latitude
050-4763931,out-call,16,31.4838028112,34.4494553552
050-4447179,out-call,57,31.457977434,34.4223134092
050-9484066,in-call,46,31.4570740793,34.4219088447
050-2821727,out-call,2390,31.4538688432,34.413819924
050-7902455,in-call,14,31.4702213937,34.4297682922
050-7116892,in-call,26,31.4177956393,34.3723642361
050-3330925,out-call,105,31.4742550716,34.4362225608
050-4263549,out-call,28,31.4449176205,34.4140009438
050-4703698,out-call,111,31.5003099744,34.4592816296
050-6373095,out-call,952,31.4591407187,34.433737133
050-4291081,out-call,2796,31.4379661856,34.3887840963
