phone_number,call_type,call_duration,call_location_longitude,call_location_latitude
050-7950673,in-call,2665,31.4570740793,34.4219088447
050-5524335,in-call,116,31.4650275465,34.436264348
050-9733232,in-call,70,31.4850421194,34.4697704796
050-1430745,out-call,599,31.495889744,34.4698491993
050-7003634,in-call,2942,31.4773445974,34.425369648
050-4755682,in-call,56,31.4720565134,34.4253308709
050-6901809,in-call,1906,31.4611345572,34.4276599354
050-7315595,in-call,48,31.4637238147,34.4217598776
050-7930076,in-call,56,31.4727316909,34.4222488928
050-8473502,in-call,3264,31.4636618738,34.4178019602
050-8053815,in-call,41,31.4534766023,34.4144184593
050-9980494,out-call,117,31.4540595224,34.4138971413
050-8650170,out-call,62,31.4231939332,34.3592286708
050-1303990,in-call,47,31.4564802666,34.4230972888
050-6453587,out-call,3529,31.4850421194,34.4697704796
