phone_number,call_type,call_duration,call_location_longitude,call_location_latitude
050-9233112,in-call,2099,31.4609446601,34.4063397126
050-5400586,in-call,842,31.3863470822,34.3359133892
050-3617267,in-call,775,31.4671155582,34.4426953891
050-1556551,in-call,3297,31.4664763734,34.4339203495
050-8348305,out-call,1870,31.4792280381,34.4409753601
050-9667360,out-call,110,31.4566661451,34.4272856078
050-6767888,in-call,19,31.4680110537,34.4274342208
050-6641540,in-call,1588,31.4487014597,34.4044844719
050-5698703,in-call,1445,31.4749905555,34.4352591768
050-9578536,out-call,239,31.38257931,34.3447654112
050-2890976,in-call,72,31.4751052489,34.435411717
050-3288273,in-call,478,31.4469780963,34.3784827208
050-5295191,out-call,88,31.4585725903,34.4395785111
050-8546467,in-call,372,31.4407856023,34.4120529402
050-5062377,out-call,3091,31.4854447546,34.4373456791
