phone_number,call_type,call_duration,call_location_longitude,call_location_latitude
050-8488769,in-call,45,31.4100468838,34.3822876536
050-2672501,in-call,698,31.4730622016,34.4417383927
050-2072386,in-call,2636,31.415421903,34.3686692442
050-3588681,in-call,784,31.4746467002,34.4290587214
050-2076295,out-call,541,31.4713078159,34.4238424504
050-9026577,out-call,3344,31.4453249229,34.4243221571
050-9265273,out-call,91,31.4591016958,34.4133195422
050-6303588,out-call,1301,31.4501674529,34.4152219216
050-7570253,in-call,85,31.4800626561,34.4242659178
050-3993886,in-call,3166,31.4436760014,34.4188732648
050-7585540,in-call,2924,31.4527773456,34.4118023925
050-2228957,in-call,1802,31.4831661281,34.4440064754
050-7685240,out-call,25,31.4588859175,34.4188509213
050-7328154,in-call,42,31.4148757314,34.3658454271
