phone_number,call_type,call_duration,call_location_longitude,call_location_latitude
050-4701821,out-call,2639,31.4729712758,34.4360199676
050-4312054,out-call,571,31.4719764647,34.4457089983
050-8125032,in-call,99,31.4794465768,34.4557834567
050-9672233,out-call,1005,31.4757337532,34.4433054002
050-7789146,in-call,899,31.4455844818,34.4118587893
050-1675528,in-call,2215,31.4519656249,34.4102639808
050-4784991,in-call,2031,31.4568610449,34.4442703806
050-2488870,out-call,2809,31.472637675,34.4369140431
050-3618897,in-call,112,31.3556990622,34.3139109542
050-2280729,in-call,97,31.4556086359,34.3982270341
050-4800769,in-call,2533,31.4743134187,34.442979748
050-2402080,in-call,2134,31.4433985212,34.4150353373
050-9811230,in-call,98,31.4570836734,34.4285101734
050-5617926,out-call,957,31.4897854395,34.4508421899
