phone_number,call_type,call_duration,call_location_longitude,call_location_latitude
050-6905905,in-call,1690,31.4638946043,34.4204209835
050-2970688,in-call,1350,31.465401877,34.4233676109
050-5149146,in-call,38,31.4580957259,34.4244530085
050-2663060,in-call,51,31.4562109097,34.4296564321
050-4245410,in-call,93,31.4484030138,34.4206621737
050-8416434,out-call,47,31.4634009541,34.4193245409
050-1752063,in-call,1376,31.4751046992,34.4405492842
050-4233678,out-call,61,31.4527669656,34.4141678453
050-6990420,in-call,3449,31.476676415,34.4276678596
050-5533090,in-call,90,31.4603717138,34.4216182076
050-4763165,out-call,89,31.4422606239,34.3901518847
050-3047513,out-call,106,31.4530379553,34.4109460183
050-9666041,out-call,79,31.5022838329,34.4607094246
