phone_number,call_type,call_duration,call_location_longitude,call_location_latitude
050-6518242,in-call,49,31.460781876,34.4278392587
050-7480984,in-call,474,31.466920661,34.4089776019
050-2556050,in-call,78,31.4523344596,34.4128172335
050-9998069,in-call,39,31.4732587922,34.4183869306
050-9005125,in-call,113,31.4565746793,34.4162119077
050-1870711,in-call,3013,31.4666927137,34.4080977851
050-3718834,in-call,2782,31.4598650028,34.4203765459
050-7471877,in-call,68,31.4608003056,34.4244494818
050-1797045,out-call,808,31.4416880261,34.4121212569
050-5699350,out-call,100,31.4087284982,34.376783767
050-2774837,out-call,3574,31.4649313189,34.4233249471
050-6415481,out-call,39,31.4785766596,34.4390004834
050-9599490,out-call,277,31.4499112278,34.4200242813
050-4795874,in-call,88,31.4711178144,34.4178778003
050-8435140,in-call,18,31.4555821179,34.4227737012
