phone_number,call_type,call_duration,call_location_longitude,call_location_latitude
050-5210413,in-call,3430,31.4544885598,34.4104676694
050-8392318,out-call,12,31.4425702778,34.4125488669
050-5739308,out-call,95,31.4371523822,34.4235345273
050-1346353,out-call,2322,31.3873116177,34.3419554245
050-4356675,out-call,1333,31.4131991074,34.3674895639
050-6429771,in-call,29,31.4887777718,34.4691165734
050-2871070,out-call,98,31.4506779726,34.4149070029
050-5369365,out-call,29,31.4574819666,34.4197959267
050-2218522,in-call,867,31.4953126763,34.4454975139
050-4823958,out-call,98,31.4552667738,34.4187344482
050-8802950,in-call,114,31.42459282,34.3661006437
050-2566632,out-call,104,31.4191146131,34.3682666644
050-8122756,in-call,2567,31.4723488014,34.4368062169
050-4750144,in-call,27,31.4742461865,34.4587378238
