phone_number,call_type,call_duration,call_location_longitude,call_location_latitude
050-1818842,in-call,16,31.4603717138,34.4216182076
050-6253423,in-call,47,31.4145242676,34.3919634168
050-1556501,in-call,3125,31.4731561571,34.4387049807
050-1751037,out-call,40,31.4737588589,34.4304392556
050-3343885,in-call,2721,31.4720307742,34.4363294338
050-1139014,out-call,98,31.4454345026,34.4309208369
050-9632958,in-call,71,31.4090923578,34.3826789066
050-1811443,in-call,148,31.4726946178,34.4401864084
050-4610007,in-call,3411,31.4598785609,34.4232200711
050-5109755,in-call,1816,31.463202079,34.433910408
050-2060609,in-call,1704,31.4513935565,34.3935425193
050-1601151,out-call,29,31.4762925311,34.4407190471
050-7555092,out-call,260,31.4067114668,34.3448400634
050-7956060,out-call,69,31.3650861948,34.3234230455
