phone_number,call_type,call_duration,call_location_longitude,call_location_latitude
050-2868416,in-call,73,31.4534622091,34.4172794175
050-4999691,in-call,2002,31.5185727071,34.4747660404
050-4433763,out-call,458,31.3952015756,34.3384449758
050-9164563,out-call,81,31.4920069421,34.4613606418
050-2539058,out-call,80,31.4352404987,34.4053032234
050-1876610,out-call,53,31.4587774442,34.4239368312
050-8308678,in-call,695,31.3766507772,34.3214382472
050-9532117,out-call,33,31.4580168737,34.4204257003
050-3594237,in-call,60,31.4251144294,34.3819956672
050-1505711,in-call,2000,31.4561369462,34.4104785444
050-9857358,in-call,2052,31.4654526211,34.4131050164
