phone_number,call_type,call_duration,call_location_longitude,call_location_latitude
050-7679992,out-call,768,31.4637268779,34.429108583
050-9963118,out-call,633,31.4551068963,34.4087898552
050-3271852,in-call,96,31.4501539065,34.4215287331
050-7851325,out-call,13,31.4652189441,34.4286367757
050-4515248,in-call,99,31.4538688432,34.413819924
050-9931623,out-call,38,31.400340244,34.3745095638
050-5704670,in-call,2405,31.4175232974,34.3663535362
050-4987562,in-call,2648,31.4526881234,34.407419899
050-7192446,out-call,1707,31.4762925311,34.4407190471
050-6911662,out-call,2440,31.4119157513,34.3684194438
050-2534859,in-call,2527,31.4051969532,34.3670325635
050-6993752,in-call,1267,31.4192497366,34.3571652901
050-3619806,in-call,42,31.4513716227,34.414251166
