phone_number,call_type,call_duration,call_location_longitude,call_location_latitude
050-3233518,in-call,82,31.4564244162,34.4086035671
050-2623253,out-call,83,31.3941287499,34.348941612
050-3608221,in-call,1684,31.4592215239,34.4053482544
050-1040187,in-call,62,31.4726832082,34.4327523352
050-3840013,in-call,2160,31.4437044093,34.4181018701
050-1445638,in-call,53,31.4572667398,34.4313810359
050-9471405,out-call,25,31.4139139014,34.3671335731
050-4624862,in-call,106,31.4552357893,34.4086902562
050-9203369,in-call,3487,31.4090923578,34.3826789066
050-8686126,out-call,96,31.4581332266,34.4318278838
050-7926470,in-call,3364,31.4078463578,34.369570861
