phone_number,call_type,call_duration,call_location_longitude,call_location_latitude
050-8962767,in-call,2120,31.4560168339,34.4033775808
050-1228370,out-call,376,31.4774417134,34.4353094538
050-9176232,in-call,116,31.4112040768,34.378604447
050-4569637,out-call,2866,31.44361708,34.4145379357
050-1224697,out-call,2527,31.4484400482,34.4039018993
050-7320881,out-call,82,31.4329153018,34.3846338139
050-9789795,out-call,1752,31.4080654178,34.3577405773
050-1164309,in-call,1595,31.4315862586,34.4008647082
050-1487515,out-call,97,31.4434100947,34.3894049078
050-6034082,in-call,31,31.4385659852,34.4038984943
050-1273140,in-call,1161,31.4064594594,34.368588051
050-3073352,in-call,78,31.395789417,34.3636620002
050-2268843,in-call,399,31.4879146702,34.4514982917
050-9993200,in-call,2178,31.4495832877,34.4033244772
050-8831071,in-call,106,31.4343155719,34.3989414366
