phone_number,call_type,call_duration,call_location_longitude,call_location_latitude
050-9397461,in-call,119,31.4635593758,34.4253920791
050-1517306,out-call,11,31.4610591519,34.4149950295
050-4743258,out-call,2484,31.4661814809,34.4349723806
050-3411785,out-call,536,31.3844216514,34.3437587926
050-6421681,in-call,2709,31.4164608455,34.3711477453
050-4937990,out-call,34,31.4455888241,34.4273417637
050-8953183,in-call,32,31.4509313905,34.4131494415
050-9427732,in-call,66,31.4882339499,34.4833967546
050-4839451,in-call,1588,31.4497456932,34.3871621111
050-4964071,out-call,1988,31.4737074215,34.4247243424
050-6560586,in-call,64,31.4463122737,34.390845596
