phone_number,call_type,call_duration,call_location_longitude,call_location_latitude
050-5748877,out-call,2008,31.4608352914,34.4340042199
050-2512342,in-call,91,31.4543049287,34.4096340247
050-3258355,out-call,86,31.4657179928,34.4315448753
050-6119897,in-call,3566,31.4632496542,34.4218347303
050-8040434,in-call,22,31.4695986861,34.4309903845
050-4074461,out-call,108,31.4611392716,34.4234805793
050-9569771,out-call,1413,31.4620349531,34.4240168097
050-6369375,in-call,1979,31.4704891098,34.4463243363
050-5253308,out-call,2332,31.4020887977,34.3737763738
050-2493896,in-call,98,31.4402798259,34.4181465084
050-2427634,in-call,3441,31.4538279025,34.4139408341
