phone_number,call_type,call_duration,call_location_longitude,call_location_latitude
050-6787919,out-call,2585,31.3940948458,34.3658602494
050-3657964,in-call,2207,31.4134313155,34.3709256452
050-8683346,out-call,60,31.4134215904,34.3758662105
050-9459032,out-call,112,31.4483811955,34.4037338055
050-4366000,in-call,41,31.4303288045,34.3944944783
050-5250663,in-call,3538,31.4330644833,34.4078738346
050-5539162,in-call,1156,31.4275580883,34.3973784453
050-6760226,out-call,2206,31.4772391261,34.4305635567
050-2826154,out-call,116,31.4341031256,34.3778870615
050-7743074,out-call,3389,31.4110801848,34.3717996317
050-4132981,out-call,30,31.488467442,34.4577555303
