phone_number,call_type,call_duration,call_location_longitude,call_location_latitude
050-1674072,out-call,24,31.4656941694,34.4192257807
050-8417944,in-call,3507,31.4742074474,34.4558649624
050-8196217,out-call,105,31.4541613266,34.4097906396
050-2607029,in-call,1117,31.3868115122,34.3397560616
050-9362560,out-call,67,31.4769538281,34.4446444306
050-2054955,out-call,1053,31.4533927161,34.4171861155
050-3233486,in-call,1308,31.408966348,34.3714203459
050-6982300,in-call,67,31.4527390969,34.4097668952
050-7552325,in-call,14,31.4870792235,34.4451954148
050-9683967,out-call,1444,31.4552359202,34.4218806229
050-3712601,in-call,38,31.4149400924,34.3738431222
050-3187195,out-call,2495,31.451158431,34.4231370409
050-8133744,out-call,3165,31.4595216132,34.3981675314
050-6753863,in-call,1357,31.4483928668,34.4217106729
050-6413816,out-call,87,31.4562497925,34.4084533901
