phone_number,call_type,call_duration,call_location_longitude,call_location_latitude
050-4400105,in-call,950,31.4624619274,34.4191628555
050-3182001,in-call,1284,31.4693233254,34.4411255052
050-9208682,in-call,33,31.4676984334,34.4198188614
050-9356525,out-call,2076,31.4741628531,34.4604923804
050-5863160,out-call,93,31.4074602479,34.3786606795
050-3517341,out-call,1424,31.4582032331,34.4219201809
050-3397379,in-call,625,31.4437366298,34.3894271102
050-2904058,in-call,1170,31.4595491566,34.4312161001
050-5525288,out-call,49,31.4522064674,34.4161538217
050-7170190,in-call,87,31.4718539929,34.4227112306
050-7280557,in-call,44,31.5012390688,34.4450230291
