phone_number,call_type,call_duration,call_location_longitude,call_location_latitude
050-4412713,out-call,1200,31.4528710862,34.4113977367
050-8289744,in-call,1662,31.462544631,34.4465874317
050-2966209,in-call,3504,31.407756082,34.3773791294
050-3902235,in-call,3430,31.4415296855,34.4142632262
050-4971232,out-call,120,31.3922637198,34.3490983934
050-9559463,out-call,63,31.4114024005,34.3785985536
050-1573778,in-call,94,31.4130699726,34.3756820783
050-7165244,out-call,55,31.447264107,34.4161810342
050-3097928,out-call,109,31.432341552,34.3842702524
050-5748821,out-call,2073,31.3797933199,34.3200448328
050-2218997,in-call,76,31.4428631278,34.4122127122
050-7084815,out-call,3583,31.462768864,34.4220599722
050-5950279,in-call,2446,31.4654376338,34.4247136166
050-6325688,out-call,47,31.4608022113,34.4211737172
050-1763051,out-call,26,31.4608125998,34.4169705429
