phone_number,call_type,call_duration,call_location_longitude,call_location_latitude
050-5494020,in-call,638,31.474503229,34.4377767207
050-1461025,in-call,826,31.4899730033,34.4498752864
050-6014008,in-call,25,31.4437366298,34.3894271102
050-6643800,out-call,64,31.4699261037,34.4185644006
050-2525077,out-call,2877,31.4514690949,34.4243429655
050-9803928,in-call,107,31.46567596,34.4319476164
050-7634254,out-call,1678,31.4064311039,34.3713270253
050-1216032,out-call,68,31.4657949336,34.4364360651
050-6069133,out-call,2750,31.488014762,34.4562596038
050-6571107,in-call,115,31.3780357876,34.3143907031
050-3080766,in-call,1615,31.4570836734,34.4285101734
050-5399823,out-call,70,31.4674085908,34.4312661706
050-9803713,out-call,2724,31.460768718,34.437567614
