phone_number,call_type,call_duration,call_location_longitude,call_location_latitude
050-9694479,out-call,747,31.4574834208,34.4220582875
050-6655887,in-call,87,31.435089046,34.3990123641
050-4008679,in-call,2034,31.3896033247,34.3521375083
050-1637895,out-call,2607,31.4463033131,34.4051549634
050-4005003,out-call,1597,31.4608583819,34.4287748949
050-7951176,out-call,63,31.4566741914,34.4263430156
050-1482331,out-call,110,31.4654571407,34.4284463571
050-8159471,out-call,54,31.4127450189,34.3767059793
050-9554906,in-call,40,31.3927299808,34.3649134733
050-7159688,in-call,85,31.4769538281,34.4446444306
050-8682823,in-call,12,31.4445724643,34.3779527494
050-8827442,in-call,1871,31.457977434,34.4223134092
050-8976624,out-call,106,31.4214708161,34.359967176
050-9867102,out-call,100,31.4669049388,34.4158006195
050-1359459,out-call,1939,31.4674263472,34.4341393241
