phone_number,call_type,call_duration,call_location_longitude,call_location_latitude
050-1758634,out-call,2392,31.469516677,34.4357324876
050-4972184,out-call,62,31.4483928668,34.4217106729
050-6372684,out-call,59,31.4664152452,34.4383676069
050-3567017,out-call,543,31.4495077221,34.414873019
050-9145303,out-call,1411,31.4568610449,34.4442703806
050-1895997,in-call,31,31.463467231,34.4394066945
050-9869001,out-call,2549,31.4362510057,34.3831710374
050-2867224,out-call,3535,31.4543059126,34.4177259171
050-6842014,in-call,3410,31.4474015596,34.4200578318
050-1202531,in-call,110,31.4368080581,34.413196424
050-6255225,out-call,2203,31.4592545724,34.4298848564
050-6424764,out-call,94,31.4055826318,34.3453180657
