phone_number,call_type,call_duration,call_location_longitude,call_location_latitude
050-9468952,out-call,42,31.4639343628,34.4344757761
050-4563782,out-call,12,31.4480841067,34.3827218455
050-3007985,out-call,1153,31.452123507,34.4230120312
050-8617657,out-call,39,31.4073868279,34.3763047638
050-4266031,out-call,48,31.4512593449,34.4219123984
050-7803899,out-call,3317,31.4477099109,34.4227363835
050-3083650,in-call,3050,31.4899730033,34.4498752864
050-6418280,in-call,3472,31.4438334837,34.4129665947
050-5912475,out-call,1191,31.4134215904,34.3758662105
050-5375448,out-call,2802,31.4351435636,34.4128891933
050-5125073,in-call,827,31.4601009473,34.4252745002
