phone_number,call_type,call_duration,call_location_longitude,call_location_latitude
050-1190020,out-call,696,31.4722191865,34.4395467345
050-1021582,in-call,3470,31.4733215502,34.4340438716
050-9014346,in-call,49,31.4614128991,34.42412172
050-1478715,out-call,62,31.4592709204,34.4204994164
050-2100298,in-call,72,31.4179692721,34.3655286149
050-1252253,in-call,2575,31.4771002081,34.4511613203
050-8475670,in-call,64,31.4705479778,34.4067184269
050-7447555,out-call,104,31.458393114,34.4070043884
050-6090829,out-call,2536,31.4515875462,34.41670139
050-8305989,out-call,2244,31.4453249229,34.4243221571
050-6259799,out-call,45,31.4755655292,34.425891024
050-2070514,in-call,13,31.4507692541,34.4299284125
050-5497758,out-call,43,31.4678766809,34.4185810777
