phone_number,call_type,call_duration,call_location_longitude,call_location_latitude
050-7952929,in-call,1765,31.4549834184,34.4127475594
050-5976675,in-call,2208,31.4439182865,34.421721717
050-7575000,in-call,2765,31.4713897736,34.4496381592
050-5996702,in-call,1556,31.4486219753,34.4179823678
050-1228873,in-call,2280,31.4657949336,34.4364360651
050-8461914,out-call,1463,31.444552898,34.3913045356
050-2410541,in-call,3337,31.4570345719,34.395008786
050-9343669,in-call,981,31.485186073,34.4503220474
050-5487040,in-call,356,31.4187195646,34.370896626
050-1078157,out-call,1396,31.479610827,34.4578113856
