phone_number,call_type,call_duration,call_location_longitude,call_location_latitude
050-7228735,in-call,3001,31.4469681419,34.4149289186
050-2707440,out-call,2151,31.4230204576,34.3664219791
050-6016439,in-call,22,31.4410704879,34.4179879565
050-4078291,in-call,68,31.4561545503,34.4191888413
050-5134573,in-call,58,31.3927711795,34.3651411941
050-4102882,in-call,3003,31.4343562938,34.3863252806
050-7393513,out-call,18,31.4424835496,34.4155205286
050-9899882,in-call,66,31.391695834,34.3422763449
050-5430470,in-call,60,31.4113670925,34.3712186052
050-8203717,in-call,1164,31.4268431875,34.3932508809
050-2057905,out-call,74,31.4080030512,34.3597769383
050-9835215,in-call,1508,31.4435614931,34.3871035186
