phone_number,call_type,call_duration,call_location_longitude,call_location_latitude
050-7514299,in-call,118,31.4762925311,34.4407190471
050-6882879,in-call,2827,31.4802404754,34.4556009069
050-2399378,in-call,3277,31.4603245138,34.4186756525
050-4001628,in-call,2466,31.5003099744,34.4592816296
050-9301586,in-call,40,31.4590311507,34.4237851109
050-8763931,out-call,18,31.378208488,34.3417950723
050-7839528,in-call,2438,31.4744632447,34.4324341509
050-1384142,out-call,118,31.3795376365,34.3478001011
050-6560390,in-call,3127,31.4571264098,34.4204431006
050-4957742,out-call,654,31.382909555,34.3508885404
050-3927881,in-call,59,31.4564423889,34.4236038993
050-2953384,out-call,191,31.4855711611,34.4511883717
