phone_number,call_type,call_duration,call_location_longitude,call_location_latitude
050-8187495,in-call,73,31.4125453373,34.3964115641
050-3543460,out-call,2618,31.4731392806,34.4375305154
050-3735871,out-call,72,31.4630846091,34.4069598512
050-6457196,out-call,1316,31.4710868304,34.4404045199
050-2494435,in-call,69,31.4746695262,34.4340052809
050-9380048,in-call,1797,31.4598785609,34.4232200711
050-4560649,in-call,2472,31.4607018996,34.4245466008
050-9840598,out-call,786,31.4148855824,34.3643470036
050-8921485,out-call,86,31.4822680598,34.4525014161
050-6507734,in-call,119,31.4606968676,34.420696451
050-8219108,in-call,42,31.4525428316,34.4170058167
050-6545053,in-call,98,31.4835676565,34.4385551226
050-5357720,in-call,42,31.4374035238,34.4310437595
050-8212790,in-call,231,31.4382245572,34.3913308127
050-1963683,in-call,2050,31.4125811507,34.3663017794
