phone_number,call_type,call_duration,call_location_longitude,call_location_latitude
050-2148576,in-call,92,31.4506177452,34.4106726933
050-8356694,in-call,3179,31.4068689515,34.3739209691
050-2756069,in-call,37,31.4564423889,34.4236038993
050-2142109,out-call,26,31.4335551938,34.3866084369
050-3979876,in-call,108,31.4483533165,34.4133175911
050-5993171,out-call,2302,31.4165789512,34.3650236011
050-9634190,in-call,51,31.462762264,34.4206597931
050-4897265,out-call,42,31.3896478709,34.3518776287
050-7682296,in-call,78,31.4084798647,34.3755120469
050-6029663,in-call,116,31.4664662402,34.4317588847
050-4158698,in-call,90,31.453624004,34.4198046674
050-8443869,in-call,57,31.4458531724,34.4144221978
050-5783988,in-call,46,31.4645792887,34.4345439407
050-4095712,in-call,106,31.469516677,34.4357324876
050-6710801,in-call,113,31.4449176205,34.4140009438
